# Casimir force gradient F' for a sphere of radius R above a plate at various
# separations L measured by Ricardo Decca
#
# R = 31400nm
# T = 295K
#
# F'_PR = -pi^3*hbar*c*R/(120*L^4)
#
# L (nm), F'/F'_PR, error bar
942.2, 0.77561, 4.52E-04
944.1, 0.83527, 4.37E-04
945.9, 0.76609, 3.49E-04
947.6, 0.95340, 4.58E-04
951.1, 1.14809, 3.99E-04
952.3, 1.06826, 4.00E-04
954.3, 0.96838, 4.33E-04
956.0, 1.03519, 3.91E-04
958.6, 0.79396, 4.54E-04
959.9, 0.94911, 4.15E-04
962.2, 1.05207, 3.62E-04
964.3, 0.70023, 3.73E-04
966.1, 0.90507, 4.04E-04
968.3, 1.08797, 4.42E-04
969.9, 0.98598, 3.87E-04
972.4, 0.74132, 3.67E-04
974.2, 0.78239, 3.71E-04
976.1, 0.72909, 4.52E-04
978.8, 0.87784, 4.16E-04
980.0, 1.17593, 3.94E-04
981.2, 0.83761, 4.57E-04
983.9, 0.74673, 4.18E-04
986.4, 1.01196, 4.48E-04
987.9, 1.12139, 4.21E-04
989.8, 0.66316, 3.92E-04
992.5, 0.88251, 4.53E-04
994.1, 1.02348, 3.98E-04
995.7, 0.64501, 3.45E-04
997.9, 0.65755, 4.00E-04
1000.5, 1.07542, 4.54E-04
1002.7, 1.01026, 3.75E-04
1003.9, 1.01357, 3.60E-04
1005.6, 0.88810, 4.29E-04
