# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
2.1e-07, 2e-05, 295, -413.329405412, -424.891374108, -415.29085698, -427.231639737, 0.995276920898, 0.994522255817
2.15e-07, 2e-05, 295, -378.883604576, -389.781125111, -380.72107695, -391.981478905, 0.99517370462, 0.994386587346
2.2e-07, 2e-05, 295, -347.961919271, -358.244817849, -349.685377129, -360.316179314, 0.995071404265, 0.994251267126
2.25e-07, 2e-05, 295, -320.138609648, -329.85212947, -321.757236388, -331.804563389, 0.994969416202, 0.99411571107
2.3e-07, 2e-05, 295, -295.047525474, -304.232824643, -296.569237733, -306.075061499, 0.994868947734, 0.993981094547
2.35e-07, 2e-05, 295, -272.371686377, -281.06627197, -273.80385571, -282.806436811, 0.994769360242, 0.993846799032
2.4e-07, 2e-05, 295, -251.835964664, -260.074073726, -253.185833771, -261.720108825, 0.994668465105, 0.993710704512
2.45e-07, 2e-05, 295, -233.203001405, -241.015941086, -234.475851477, -242.573774151, 0.994571508904, 0.993577899878
2.5e-07, 2e-05, 295, -216.263035604, -223.679473281, -217.465242867, -225.156084694, 0.994471726851, 0.993441832074
2.55e-07, 2e-05, 295, -200.83575277, -207.881985164, -201.971575034, -209.282191388, 0.994376326151, 0.993309482213
2.6e-07, 2e-05, 295, -186.760222854, -193.460401194, -187.834933609, -194.789999369, 0.994278429818, 0.993174196934
2.65e-07, 2e-05, 295, -173.897267257, -180.27360883, -174.914791399, -181.537010207, 0.994182743873, 0.993040529998
2.7e-07, 2e-05, 295, -162.123170604, -168.196139546, -163.08735994, -169.397650365, 0.994087896593, 0.992907157702
2.75e-07, 2e-05, 295, -151.328765564, -157.11723558, -152.243342386, -158.261003882, 0.993992664589, 0.992772898733
2.8e-07, 2e-05, 295, -141.418011255, -146.939413869, -142.28602109, -148.028882208, 0.993899542424, 0.992640163709
2.85e-07, 2e-05, 295, -132.304958291, -137.575410355, -133.12962528, -138.614176278, 0.993805533609, 0.992506062863
2.9e-07, 2e-05, 295, -123.914014456, -128.948438203, -124.697933835, -129.939445532, 0.993713453347, 0.99237331416
2.95e-07, 2e-05, 295, -116.177184691, -120.989409455, -116.923076054, -121.935706545, 0.993620665919, 0.992239376664
3e-07, 2e-05, 295, -109.034402447, -113.637261849, -109.744499657, -114.54139027, 0.993529541685, 0.9921065353
3.05e-07, 2e-05, 295, -102.431564208, -106.836979674, -103.108080418, -107.70144216, 0.993438766321, 0.991973529149
3.1e-07, 2e-05, 295, -96.3204144349, -100.539471857, -96.9653521456, -101.366543677, 0.993348781844, 0.99184078109
3.15e-07, 2e-05, 295, -90.6575547287, -94.7005737542, -91.2728391249, -95.4924372152, 0.993258844558, 0.991707579321
3.2e-07, 2e-05, 295, -85.4041348659, -89.2807320719, -85.9914760849, -90.0393393594, 0.993169773963, 0.991574712866
3.25e-07, 2e-05, 295, -80.5251194849, -84.2442647268, -81.0861030865, -84.9714297871, 0.993081630758, 0.991442240502
3.3e-07, 2e-05, 295, -75.9888454916, -79.5589129703, -76.5250247107, -80.2564051059, 0.992993413316, 0.991309202865
3.35e-07, 2e-05, 295, -71.7668508859, -75.1956665555, -72.2796245567, -75.8650885588, 0.992905695429, 0.991176152088
3.4e-07, 2e-05, 295, -67.8334114174, -71.1282955799, -68.3240274383, -71.7710879237, 0.992819275455, 0.991043853975
3.45e-07, 2e-05, 295, -64.1651304569, -67.3329358776, -64.6348027861, -67.9504950559, 0.992733445313, 0.990911630919
3.5e-07, 2e-05, 295, -60.7407923617, -63.7879395565, -61.1907037408, -64.3816215097, 0.992647390019, 0.990778704555
3.55e-07, 2e-05, 295, -57.5412293713, -60.4737394576, -57.9724372218, -61.0447654812, 0.992561847126, 0.990645782335
3.6e-07, 2e-05, 295, -54.548991031, -57.3725150444, -54.9624609247, -57.9220059856, 0.992477231064, 0.990513261206
3.65e-07, 2e-05, 295, -51.7481454347, -54.4679910015, -52.1448037839, -54.9970207738, 0.992393137563, 0.990380755813
3.7e-07, 2e-05, 295, -49.1242143216, -51.7453706859, -49.5049069257, -52.2549249828, 0.99231000263, 0.990248683794
3.75e-07, 2e-05, 295, -46.6639432247, -49.1911035448, -47.0294825321, -49.6821279146, 0.992227443558, 0.990116679972
3.8e-07, 2e-05, 295, -44.3551962506, -46.7927782038, -44.7063884033, -47.2662057095, 0.992144474979, 0.989983805584
3.85e-07, 2e-05, 295, -42.1869501388, -44.5391157696, -42.5245163023, -44.9957879747, 0.992061845897, 0.989850778802
3.9e-07, 2e-05, 295, -40.1491264026, -42.4197996832, -40.4736924075, -42.8604566795, 0.991980815547, 0.989718798389
3.95e-07, 2e-05, 295, -38.2323787695, -40.4252608868, -38.5445884406, -40.8506558647, 0.991900038794, 0.98958658144
4e-07, 2e-05, 295, -36.4281597282, -38.5467445347, -36.7286422006, -38.9576108862, 0.991818851598, 0.989453502355
4.05e-07, 2e-05, 295, -34.7286905299, -36.7762786767, -35.0179864183, -37.1732560917, 0.991738648677, 0.989320886661
4.1e-07, 2e-05, 295, -33.1267614023, -35.1064725967, -33.4053849635, -35.4901699548, 0.991659321946, 0.98918863002
4.15e-07, 2e-05, 295, -31.6157354239, -33.53052043, -31.8841755794, -33.9015168266, 0.991580771635, 0.989056643144
4.2e-07, 2e-05, 295, -30.1894699934, -32.0421209247, -30.4482183986, -32.4009945558, 0.991502018217, 0.988923993353
4.25e-07, 2e-05, 295, -28.8423396541, -30.6355005218, -29.0918496093, -30.9827873316, 0.991423372577, 0.988790975902
4.3e-07, 2e-05, 295, -27.5691813582, -29.3053579396, -27.8098396941, -29.6415231712, 0.991346288274, 0.988658975803
4.35e-07, 2e-05, 295, -26.3651365498, -28.0467038089, -26.5973557552, -28.3722355533, 0.991269086765, 0.988526397796
4.4e-07, 2e-05, 295, -25.2257584366, -26.8549691286, -25.4499274764, -27.1703287468, 0.991191761155, 0.988393235094
4.45e-07, 2e-05, 295, -24.1469531143, -25.725945718, -24.3634163439, -26.0315464492, 0.991115234969, 0.98826036971
4.5e-07, 2e-05, 295, -23.1249021838, -24.6557072816, -23.3339877749, -24.951943379, 0.991039440272, 0.988127734464
4.55e-07, 2e-05, 295, -22.1560703606, -23.6406171765, -22.3580858584, -23.9278595237, 0.990964544146, 0.987995485061
4.6e-07, 2e-05, 295, -21.237141972, -22.6772641366, -21.4324104338, -22.9558967642, 0.990889104034, 0.987862263432
4.65e-07, 2e-05, 295, -20.3651093422, -21.7625511838, -20.5538962709, -22.0328976356, 0.990815029611, 0.987729873016
4.7e-07, 2e-05, 295, -19.5371132096, -20.8935342534, -19.71969414, -21.1559260113, 0.990741188525, 0.987597245438
4.75e-07, 2e-05, 295, -18.7505192949, -20.0674993556, -18.9271535812, -20.3222495145, 0.990667678285, 0.98746447047
4.8e-07, 2e-05, 295, -18.002854831, -19.2818984383, -18.1738072066, -19.5293234911, 0.990593474792, 0.98733058762
4.85e-07, 2e-05, 295, -17.2918713553, -18.5344126203, -17.4573563849, -18.774776389, 0.990520613436, 0.9871975163
4.9e-07, 2e-05, 295, -16.6154181724, -17.8228240299, -16.7756581729, -18.056396407, 0.990448064764, 0.987064286153
4.95e-07, 2e-05, 295, -15.9715214229, -17.1450957524, -16.1267133764, -17.3721192938, 0.990376715335, 0.986931730231
5e-07, 2e-05, 295, -15.3582928973, -16.4992794722, -15.5086556325, -16.720017188, 0.990304592557, 0.986797997074
5.05e-07, 2e-05, 295, -14.7740337693, -15.8836203186, -14.9197414145, -16.0982883978, 0.990233902775, 0.9866651613
5.1e-07, 2e-05, 295, -14.2170970902, -15.2964175233, -14.3583408773, -15.5052480374, 0.990162945123, 0.986531623768
5.15e-07, 2e-05, 295, -13.6859821084, -14.7361199257, -13.8229294639, -14.9393194394, 0.990092740043, 0.986398342
5.2e-07, 2e-05, 295, -13.1792543722, -14.2012450024, -13.3120802012, -14.3990262704, 0.990022158292, 0.986264260908
5.25e-07, 2e-05, 295, -12.6956100209, -13.6904438807, -12.8244566263, -13.882985289, 0.989953055388, 0.986131123511
5.3e-07, 2e-05, 295, -12.2337817256, -13.2024058165, -12.3588062846, -13.3898996881, 0.989883767406, 0.985997365484
5.35e-07, 2e-05, 295, -11.7926114414, -12.7359320991, -11.9139547475, -12.9185529667, 0.98981502711, 0.985863674666
5.4e-07, 2e-05, 295, -11.3709947905, -12.2898794791, -11.4888001071, -12.4678032893, 0.989746073084, 0.98572933771
5.45e-07, 2e-05, 295, -10.967915545, -11.8631952265, -11.0823079034, -12.0365782864, 0.98967792996, 0.985595319887
5.5e-07, 2e-05, 295, -10.5824023615, -11.4548729923, -10.693506447, -11.623870259, 0.98961013527, 0.985461187804
5.55e-07, 2e-05, 295, -10.213548715, -11.0639730908, -10.3214825043, -11.2287317543, 0.989542801699, 0.985327046094
5.6e-07, 2e-05, 295, -9.86050722073, -10.6896167322, -9.9653773135, -10.8502714777, 0.989476555732, 0.985193481479
5.65e-07, 2e-05, 295, -9.52246222057, -10.3309580136, -9.62438290379, -10.4876505167, 0.989410159151, 0.985059332124
5.7e-07, 2e-05, 295, -9.19866072296, -9.9872155489, -9.29773869114, -10.1400788461, 0.989343863979, 0.984924841362
5.75e-07, 2e-05, 295, -8.88838767592, -9.65764706381, -8.98472832981, -9.80681209534, 0.989277288043, 0.984789651308
5.8e-07, 2e-05, 295, -8.59098225161, -9.34156610705, -8.68467679666, -9.48714855416, 0.989211510428, 0.98465477311
5.85e-07, 2e-05, 295, -8.305817813, -9.03832152049, -8.39694769038, -9.18042639772, 0.989147261512, 0.984520884861
5.9e-07, 2e-05, 295, -8.03227363774, -8.74726861927, -8.12094072702, -8.88602111295, 0.989081672645, 0.984385306774
5.95e-07, 2e-05, 295, -7.76981656077, -8.46785254635, -7.8560894175, -8.60334311105, 0.989018345879, 0.984251405186
6e-07, 2e-05, 295, -7.51787645154, -8.19948103483, -7.60185891135, -8.33183551031, 0.988952378518, 0.984114607722
6.05e-07, 2e-05, 295, -7.27600233127, -7.94168390638, -7.35774399447, -8.07097207661, 0.988890390415, 0.983981090629
6.1e-07, 2e-05, 295, -7.04366341382, -7.69390971013, -7.12326722758, -7.82025530819, 0.98882481715, 0.983843801375
6.15e-07, 2e-05, 295, -6.82046985868, -7.45575139048, -6.89797721594, -7.57921465478, 0.988763755688, 0.983710282672
6.2e-07, 2e-05, 295, -6.60594690556, -7.2267153583, -6.68144699904, -7.34740485984, 0.988700038555, 0.983573859907
6.25e-07, 2e-05, 295, -6.39973600898, -7.00642715525, -6.47327255142, -7.12440441675, 0.988639974316, 0.983440403632
6.3e-07, 2e-05, 295, -6.20141242164, -6.79444488017, -6.27307138647, -6.90981413051, 0.988576733722, 0.983303566758
6.35e-07, 2e-05, 295, -6.01064046118, -6.5904179471, -6.08048125455, -6.70325577638, 0.988513936571, 0.983166712857
6.4e-07, 2e-05, 295, -5.82707650512, -6.39398796453, -5.8951589296, -6.50437084909, 0.988451129938, 0.983029429421
6.45e-07, 2e-05, 295, -5.65040747589, -6.20482795174, -5.71677907651, -6.31281939525, 0.988390035763, 0.982893310144
6.5e-07, 2e-05, 295, -5.4803311579, -6.0226223121, -5.54503319425, -6.1282789232, 0.988331533089, 0.982759170653
6.55e-07, 2e-05, 295, -5.31653225306, -5.84704217966, -5.37962862803, -5.95044338408, 0.988271239646, 0.982622941224
6.6e-07, 2e-05, 295, -5.15874714701, -5.67781186529, -5.22028764685, -5.77902221985, 0.988211281828, 0.982486595359
6.65e-07, 2e-05, 295, -5.00670583515, -5.51464934617, -5.06674658068, -5.61373947265, 0.988150039761, 0.982348641763
6.7e-07, 2e-05, 295, -4.86017429937, -5.35730960015, -4.91875501338, -5.45433295148, 0.988090337119, 0.982211692577
6.75e-07, 2e-05, 295, -4.71891004206, -5.20553910508, -4.77607502736, -5.30055345206, 0.988030969997, 0.982074636576
6.8e-07, 2e-05, 295, -4.58268967426, -5.05910403362, -4.63848049649, -5.15216402623, 0.987972177036, 0.981937688293
6.85e-07, 2e-05, 295, -4.45130403965, -4.917785399, -4.50575642327, -5.00893929703, 0.987914929592, 0.981801756296
6.9e-07, 2e-05, 295, -4.32453778502, -4.78135783804, -4.37769831803, -4.87066481685, 0.987856510627, 0.981664314387
6.95e-07, 2e-05, 295, -4.20220513888, -4.64962661966, -4.25411161659, -4.73713646533, 0.987798515323, 0.98152684722
7e-07, 2e-05, 295, -4.08411030145, -4.52238670961, -4.134811134, -4.60815988423, 0.987738053588, 0.981386675642
7.05e-07, 2e-05, 295, -3.97010744098, -4.39948475527, -4.01962055201, -4.48354994718, 0.987682143032, 0.981250305472
7.1e-07, 2e-05, 295, -3.86000511884, -4.2807203619, -3.90837193744, -4.36313026118, 0.987624816837, 0.981112207441
7.15e-07, 2e-05, 295, -3.75365839374, -4.165941221, -3.80090529018, -4.24673269865, 0.987569567555, 0.980975615046
7.2e-07, 2e-05, 295, -3.65089108733, -4.05496282164, -3.69706811823, -4.1341969573, 0.987509824157, 0.980834455522
7.25e-07, 2e-05, 295, -3.55159402519, -3.94766992947, -3.59671503814, -4.02537014626, 0.987454938054, 0.980697373419
7.3e-07, 2e-05, 295, -3.45560668076, -3.84389428689, -3.49970739921, -3.92010639664, 0.98739874126, 0.980558662945
7.35e-07, 2e-05, 295, -3.36281011532, -3.74351069908, -3.40591293007, -3.8182664952, 0.987344710322, 0.980421535214
7.4e-07, 2e-05, 295, -3.27306228876, -3.64637013968, -3.3152054056, -3.71971753902, 0.987287931913, 0.98028145993
7.45e-07, 2e-05, 295, -3.18625769622, -3.55236142957, -3.22746433366, -3.62433261055, 0.987232504165, 0.980142225143
7.5e-07, 2e-05, 295, -3.10228482182, -3.46136719796, -3.14257465974, -3.53199047125, 0.987179353783, 0.980004681817
7.55e-07, 2e-05, 295, -3.02101641566, -3.37325381707, -3.06042648869, -3.44257527275, 0.987122685945, 0.979863488758
7.6e-07, 2e-05, 295, -2.94237270764, -3.28793687681, -2.98091482232, -3.3559762845, 0.987070373702, 0.979725897348
7.65e-07, 2e-05, 295, -2.86622339024, -3.20527965345, -2.90393931189, -3.27208763674, 0.987012152254, 0.979582459058
7.7e-07, 2e-05, 295, -2.79251484422, -3.12522493689, -2.82940402472, -3.1908080781, 0.986962208231, 0.979446228165
7.75e-07, 2e-05, 295, -2.72110982618, -3.04762888167, -2.75721722365, -3.11204074641, 0.986904405949, 0.979302371019
7.8e-07, 2e-05, 295, -2.65196774769, -2.9724478506, -2.68729115897, -3.03569295253, 0.986855383657, 0.979166172955
7.85e-07, 2e-05, 295, -2.58496423268, -2.89955138479, -2.61954187192, -2.96167597596, 0.986800119667, 0.979023839317
7.9e-07, 2e-05, 295, -2.520049341, -2.82888621105, -2.55388900883, -2.88990487164, 0.986749750003, 0.978885581602
7.95e-07, 2e-05, 295, -2.45712188417, -2.76034602403, -2.49025564561, -2.82029828737, 0.986694634545, 0.978742580665
8e-07, 2e-05, 295, -2.39612323576, -2.69386859189, -2.4285681217, -2.75277829096, 0.986640322896, 0.978599911491
8.05e-07, 2e-05, 295, -2.33699069163, -2.62938759615, -2.36875588305, -2.68727020688, 0.986589926109, 0.978460442652
