# high-temperature limit
# R: 0.0002 m
# omegap: 9 eV
#
# R/L, F_Drude/(kB*T), F_PR/(kB*T), F_plasma/(kB*T), F_plasma/F_PFA_plasma
1612.9032, -241.77465622201, -480.14913283681, -417.2756385808, 0.98984879216316
1639.3443, -245.74707079727, -488.07852433903, -423.40367790159, 0.98996624855895
1666.6667, -249.85190980702, -496.27247396293, -429.7171894916, 0.99008423404354
1694.9153, -254.0959068449, -504.74443852634, -436.22489416061, 0.99020276051569
1724.1379, -258.48625989497, -513.50880307479, -442.93607805081, 0.99032184038948
1754.386, -263.03067206797, -522.58096231626, -449.86063989978, 0.99044148662669
1785.7143, -267.73739670211, -531.97741077921, -457.00914318427, 0.99056171277193
1818.1818, -272.61528738411, -541.71584280391, -464.39287374924, 0.99068253299093
1851.8519, -277.67385352796, -551.81526365981, -472.0239036135, 0.99080396211196
1886.7925, -282.92332224582, -562.29611321257, -479.91516174621, 0.99092601567046
1923.0769, -288.37470735781, -573.18040389919, -488.08051272818, 0.99104870995827
1960.7843, -294.03988652056, -584.49187490792, -496.53484435208, 0.99117206207674
2000, -299.93168761136, -596.25616487458, -505.2941653814, 0.99129608999484
2040.8163, -306.06398568991, -608.50100572147, -514.37571488368, 0.99142081261273
2083.3333, -312.45181208031, -621.25644073269, -523.79808478458, 0.99154624983114
2127.6596, -319.11147737847, -634.55507046598, -533.58135756522, 0.99167242262765
2173.913, -326.06071050407, -648.43233074549, -543.74726135358, 0.99179935314044
2222.2222, -333.31881629275, -662.92680771973, -554.31934505401, 0.99192706476025
2272.7273, -340.90685457824, -678.08059588848, -565.32317663205, 0.9920555822316
2325.5814, -348.84784426278, -693.93970608699, -576.78656824302, 0.99218493176527
2380.9524, -357.1669965405, -710.55453175957, -588.73983258312, 0.99231514116172
2439.0244, -365.89198225118, -727.98038347005, -601.21607568581, 0.99244623994894
2500, -375.05323933712, -746.27810359604, -614.25153241359, 0.99257825953461
2564.1026, -384.68432760127, -765.51477559618, -627.88595216167, 0.99271123337627
2631.5789, -394.82233947985, -785.76454527377, -642.16304385037, 0.99284519717098
2702.7027, -405.50837742693, -807.10957522592, -657.13099122034, 0.99298018906654
2777.7778, -416.78811086334, -829.64115837429, -672.84305186537, 0.99311624990075
2857.1429, -428.71242860271, -853.46102240294, -689.35825646678, 0.99325342346731
2941.1765, -441.33820641167, -878.68286439591, -706.74222853114, 0.99339175681772
3030.303, -454.72921412698, -905.43416452163, -725.06814979692, 0.99353130060149
3125, -468.95719285724, -933.85833979368, -744.41790270698, 0.99367210945244
3225.8065, -484.10314067573, -964.11731471796, -764.8834293669, 0.99381424242682
3333.3333, -500.25885545241, -996.39460608302, -786.5683568287, 0.99395776350458
3448.2759, -517.52879689302, -1030.8990460254, -809.58995216848, 0.99410274216173
3571.4286, -536.0323475873, -1067.8693029239, -834.08148881902, 0.99424925402856
3703.7037, -555.90657651322, -1107.579406983, -860.19512957155, 0.99439738164766
3846.1538, -577.3096402741, -1150.3455510102, -888.10546387348, 0.99454721535163
4000, -600.42500063391, -1196.5345234507, -918.01388080237, 0.99469885428279
